zFisherPearsonR,model,subjId,studyId
0.564815998518133,region,1,1
1.57964656195147,region,4,1
0.554950395054083,region,5,1
1.3233253476569,region,6,1
0.851977443748896,region,7,1
0.67682391981603,region,9,1
1.27186170915594,region,12,1
0.967637656494829,region,15,1
1.28554110432471,region,16,1
0.713383977716367,region,17,1
1.29285438748153,region,18,1
1.26124188080732,region,19,1
1.59542543318476,region,20,1
-0.570636368541075,region,22,1
0.631198462260265,region,23,1
1.35512845600018,region,25,1
0.591863943448807,region,28,2
0.638563906274967,region,29,2
1.20363090607714,region,30,2
0.681953495970831,region,31,2
-0.896243960228856,region,32,2
0.838772619998855,region,34,2
1.81982112935943,region,35,2
0.0296382806867921,region,36,2
1.50906262988592,region,37,2
2.18325691029679,region,38,2
-0.0506724866177405,region,39,2
-0.248339799440915,region,40,2
0.10885048571323,region,41,2
0.442547507092776,region,42,2
0.0248648564523655,region,43,2
1.11466705201994,region,44,2
1.2676772974231,region,45,3
1.18362216539047,region,46,3
-0.638229874570587,region,47,3
-0.586586083960176,region,48,3
1.01795079924067,region,49,3
0.366567269250281,region,50,3
-0.132421376920288,region,51,3
1.29366671846394,region,52,3
0.407988400614117,region,53,3
0.594859898892771,region,54,3
2.03633172951264,region,55,3
1.74544194462943,region,56,3
0.44157202093354,region,57,3
0.149776514088577,region,58,3
0.781784784353729,region,59,3
-0.849197188275959,region,60,3
-0.327130414196319,region,61,4
0.969108942661357,region,63,4
1.73478476349049,region,64,4
1.90610517471517,region,67,4
1.20241364715179,region,70,4
-0.0884075645751453,region,73,4
0.7280239943221,region,74,4
0.57874782434538,region,76,4
1.0415799124656,region,77,4
0.88189629563622,region,78,4
-0.620314012351821,region,82,4
0.823589467733355,region,84,4
1.17053746582695,region,85,4
-0.478164853503521,region,87,4
0.859564460011175,region,88,4
0.216709539838353,region,89,4
1.01469540514418,region,90,5
1.13469151512766,region,92,5
1.42566890320125,region,94,5
0.348257863661857,region,97,5
0.679344553613155,region,98,5
1.87022860415088,region,99,5
0.120262671540563,region,101,5
1.83552496301833,region,102,5
1.30018097968526,region,103,5
0.662010422393599,region,104,5
0.224896574096487,region,108,5
-0.729385488004733,region,111,5
1.0272433927959,region,112,5
-0.49549496140626,region,113,5
0.521833256674698,region,114,5
1.55438393690564,region,115,5
0.118128504803735,region,116,6
-0.252351352213373,region,119,6
-0.152014283668322,region,121,6
-1.15165855503668,region,122,6
-0.35067944101911,region,123,6
1.2902414959886,region,126,6
0.439929669491113,region,129,6
0.191253240868799,region,131,6
0.852849115360361,region,133,6
0.582179492169215,region,135,6
0.678557680092796,region,136,6
-0.0339471763876663,region,138,6
0.605563528178514,region,139,6
0.0110749121425693,region,141,6
-0.473601996765669,region,144,6
-0.92248783668721,region,145,6
0.138059936139685,region,147,7
0.446818404636201,region,148,7
1.9495813644628,region,149,7
0.245680642464176,region,151,7
-0.293028265261451,region,153,7
0.186750287803388,region,157,7
0.872125584429161,region,159,7
-0.946792204846991,region,160,7
-0.517846607645071,region,161,7
-0.332944541993556,region,162,7
-0.303473438171672,region,163,7
1.07362965793338,region,164,7
0.432036157745904,region,166,7
1.76053935475659,region,167,7
-0.26903082185004,region,168,7
-0.784586077814581,region,170,7
0.566768834608279,fRSN,1,1
0.664044543363235,fRSN,4,1
0.958475787006243,fRSN,5,1
0.44772702495713,fRSN,6,1
-0.297165802608824,fRSN,7,1
1.25756779040214,fRSN,9,1
-0.159325908927235,fRSN,12,1
0.311371974477613,fRSN,15,1
2.29745268349491,fRSN,16,1
2.2321669774909,fRSN,17,1
1.41982415526944,fRSN,18,1
1.35949998360175,fRSN,19,1
1.45429688236037,fRSN,20,1
0.665642585120727,fRSN,22,1
0.606720391873552,fRSN,23,1
0.565083312070196,fRSN,25,1
0.644696919086803,fRSN,28,2
0.961225740761572,fRSN,29,2
0.773871646389905,fRSN,30,2
-0.0485736604681368,fRSN,31,2
-0.525857365664853,fRSN,32,2
-0.506466413155767,fRSN,34,2
0.737858149125392,fRSN,35,2
0.438596241720673,fRSN,36,2
0.950886318317242,fRSN,37,2
0.219652926569009,fRSN,38,2
0.432717147457364,fRSN,39,2
0.0627012338364096,fRSN,40,2
0.601561065543736,fRSN,41,2
0.621376611677784,fRSN,42,2
-0.482463337462329,fRSN,43,2
0.942402214124686,fRSN,44,2
1.34482861659971,fRSN,45,3
1.91836954565023,fRSN,46,3
0.805913838688173,fRSN,47,3
-0.163906681183543,fRSN,48,3
0.512225305986064,fRSN,49,3
0.589892971881144,fRSN,50,3
-0.758097368812745,fRSN,51,3
0.355075066675543,fRSN,52,3
1.27541269746602,fRSN,53,3
-0.279152043589096,fRSN,54,3
0.109928908548125,fRSN,55,3
1.95057950882427,fRSN,56,3
-0.0859847217022121,fRSN,57,3
2.40744029730311,fRSN,58,3
-0.0446321049311622,fRSN,59,3
-0.535933435300092,fRSN,60,3
-0.0478545132336644,fRSN,61,4
1.05533555066124,fRSN,63,4
1.44807625933015,fRSN,64,4
0.855969411786257,fRSN,67,4
-0.401066137144816,fRSN,70,4
-0.464773930922129,fRSN,73,4
0.237659258786366,fRSN,74,4
1.19226439092819,fRSN,76,4
1.28028611329632,fRSN,77,4
-0.805149200675241,fRSN,78,4
-0.487366971525406,fRSN,82,4
0.703238403996968,fRSN,84,4
1.27366323586237,fRSN,85,4
-0.813014368137837,fRSN,87,4
-0.0790690292512009,fRSN,88,4
1.79070983438589,fRSN,89,4
1.18585956606422,fRSN,90,5
0.264765906658162,fRSN,92,5
-0.00837785658312599,fRSN,94,5
0.870492921703656,fRSN,97,5
0.15101863606171,fRSN,98,5
0.770216282551359,fRSN,99,5
0.640510112729095,fRSN,101,5
0.477660140558642,fRSN,102,5
0.10078744135607,fRSN,103,5
1.11672961690212,fRSN,104,5
-0.108582418274153,fRSN,108,5
-0.267086307849533,fRSN,111,5
0.20685510114897,fRSN,112,5
-0.414008348647356,fRSN,113,5
0.456532841626444,fRSN,114,5
1.37111215095883,fRSN,115,5
0.17536795929473,fRSN,116,6
-0.821508415549818,fRSN,119,6
0.892941283214186,fRSN,121,6
-0.783468333893138,fRSN,122,6
0.00178140736312353,fRSN,123,6
0.732456441248753,fRSN,126,6
-0.926362776594584,fRSN,129,6
-1.03726192030516,fRSN,131,6
0.2854544004065,fRSN,133,6
0.298267773383082,fRSN,135,6
-0.119389391124476,fRSN,136,6
1.44456535242873,fRSN,138,6
-0.299583152134346,fRSN,139,6
0.35411242187479,fRSN,141,6
-1.09224882387931,fRSN,144,6
-0.895638585850536,fRSN,145,6
2.17965934558464,fRSN,147,7
0.0279987489493566,fRSN,148,7
1.31408528395946,fRSN,149,7
0.16503291113114,fRSN,151,7
-0.0868886384338071,fRSN,153,7
0.745964333986125,fRSN,157,7
0.426926803690994,fRSN,159,7
-2.19533028510068,fRSN,160,7
1.31437236788182,fRSN,161,7
0.542794691737445,fRSN,162,7
0.20976393582751,fRSN,163,7
0.833550541951557,fRSN,164,7
1.227744012367,fRSN,166,7
0.766236585943645,fRSN,167,7
0.00635875117970045,fRSN,168,7
0.337645424292076,fRSN,170,7
0.750683441800421,cRSN,1,1
0.882416147352774,cRSN,4,1
0.341631863121351,cRSN,5,1
2.65232997554024,cRSN,6,1
0.92279900609629,cRSN,7,1
2.02293341311089,cRSN,9,1
0.095818013137646,cRSN,12,1
1.34150988368776,cRSN,15,1
1.77083129826645,cRSN,16,1
0.715625118699799,cRSN,17,1
0.629531835317892,cRSN,18,1
1.51444931443473,cRSN,19,1
1.5118500286621,cRSN,20,1
0.000494569749673657,cRSN,22,1
0.790784201480814,cRSN,23,1
1.77734463499866,cRSN,25,1
0.626045447874307,cRSN,28,2
1.77757180641241,cRSN,29,2
0.756469300410421,cRSN,30,2
1.02651217397928,cRSN,31,2
1.16409651487755,cRSN,32,2
0.419187402681954,cRSN,34,2
1.46640151083507,cRSN,35,2
-0.516079890138041,cRSN,36,2
1.13471567790871,cRSN,37,2
0.793428256163812,cRSN,38,2
0.499888313524492,cRSN,39,2
0.559987967152891,cRSN,40,2
0.457255803351993,cRSN,41,2
0.77467992892547,cRSN,42,2
-0.67895506413386,cRSN,43,2
1.07881300503534,cRSN,44,2
0.709346594646713,cRSN,45,3
1.0069275853422,cRSN,46,3
-0.133875367211383,cRSN,47,3
-0.990410708237605,cRSN,48,3
0.607222349852279,cRSN,49,3
0.519899611784325,cRSN,50,3
-0.597130482355686,cRSN,51,3
0.98702314006756,cRSN,52,3
1.19594223774087,cRSN,53,3
0.646417868652702,cRSN,54,3
0.319255256144283,cRSN,55,3
1.48679043349854,cRSN,56,3
-0.586286150989632,cRSN,57,3
1.28282800509391,cRSN,58,3
1.04901270542032,cRSN,59,3
0.418249708680126,cRSN,60,3
0.569125180767863,cRSN,61,4
1.02257662237716,cRSN,63,4
0.79478076467698,cRSN,64,4
0.952884052879177,cRSN,67,4
-0.356612510505134,cRSN,70,4
-0.128927515443347,cRSN,73,4
0.404663518582481,cRSN,74,4
1.46884586691384,cRSN,76,4
1.03959968601276,cRSN,77,4
0.596597280146721,cRSN,78,4
-0.430213875064541,cRSN,82,4
1.67205590492356,cRSN,84,4
1.72878336253756,cRSN,85,4
-0.109296039098512,cRSN,87,4
0.728482825066601,cRSN,88,4
2.06328707884763,cRSN,89,4
0.614829557872125,cRSN,90,5
0.85353729397148,cRSN,92,5
0.688963941303409,cRSN,94,5
0.715453511480958,cRSN,97,5
0.198834864194044,cRSN,98,5
1.60949841811321,cRSN,99,5
0.407068078678777,cRSN,101,5
1.40710869360692,cRSN,102,5
-0.183680789168156,cRSN,103,5
0.926175404065852,cRSN,104,5
0.463559898137832,cRSN,108,5
0.336686055788013,cRSN,111,5
0.311487864521378,cRSN,112,5
-0.344531853538993,cRSN,113,5
0.783882290729767,cRSN,114,5
1.22489767579675,cRSN,115,5
-1.28355990477277,cRSN,116,6
-0.00111659228248318,cRSN,119,6
1.08474522490353,cRSN,121,6
-0.0910493993773785,cRSN,122,6
0.0660308694291014,cRSN,123,6
1.49025913945585,cRSN,126,6
-0.822901758021142,cRSN,129,6
-0.842760691634807,cRSN,131,6
-0.359920023726838,cRSN,133,6
-0.491935397572367,cRSN,135,6
-0.106715040573883,cRSN,136,6
1.28640949486634,cRSN,138,6
-1.49386928289418,cRSN,139,6
0.881990827972163,cRSN,141,6
-0.790301204611421,cRSN,144,6
-1.67446086626727,cRSN,145,6
0.832429346621349,cRSN,147,7
1.36697388751004,cRSN,148,7
0.951945128446297,cRSN,149,7
0.215968746866647,cRSN,151,7
0.491793889990678,cRSN,153,7
0.469430163669459,cRSN,157,7
0.894769491711333,cRSN,159,7
-1.55486778005012,cRSN,160,7
1.35112861895277,cRSN,161,7
1.45510462835465,cRSN,162,7
1.75505040990768,cRSN,163,7
1.39826154004043,cRSN,164,7
1.55483746350949,cRSN,166,7
0.937868322131104,cRSN,167,7
0.810277280517295,cRSN,168,7
-0.257330413335043,cRSN,170,7
1.88522892821905,painPathways,1,1
1.1618739785143,painPathways,4,1
0.766228310157099,painPathways,5,1
1.40074935914051,painPathways,6,1
1.64803572936335,painPathways,7,1
2.03476581652804,painPathways,9,1
-0.471206375048047,painPathways,12,1
2.57470515287137,painPathways,15,1
1.77992986579648,painPathways,16,1
1.21667552784577,painPathways,17,1
-0.754185352284728,painPathways,18,1
-0.00398799569665415,painPathways,19,1
2.7677365874113,painPathways,20,1
-1.26917560557794,painPathways,22,1
0.598421012712775,painPathways,23,1
1.75747140678589,painPathways,25,1
0.480317124454497,painPathways,28,2
1.60130172412974,painPathways,29,2
0.997183007779314,painPathways,30,2
0.283752099851155,painPathways,31,2
-0.0696129881354302,painPathways,32,2
1.34939103134772,painPathways,34,2
0.840910768257571,painPathways,35,2
0.686841649571461,painPathways,36,2
2.54365077445003,painPathways,37,2
1.33343648219535,painPathways,38,2
0.780596151922798,painPathways,39,2
-0.229262111848452,painPathways,40,2
0.641974638511604,painPathways,41,2
1.11893198398977,painPathways,42,2
-0.390392088743811,painPathways,43,2
0.796146200991862,painPathways,44,2
0.733972637952229,painPathways,45,3
1.64471197885983,painPathways,46,3
0.913367175592893,painPathways,47,3
-0.569632368299755,painPathways,48,3
0.551379472560524,painPathways,49,3
0.128900191198834,painPathways,50,3
1.06688329211498,painPathways,51,3
1.93567823182767,painPathways,52,3
0.501679437184532,painPathways,53,3
-1.09793207990861,painPathways,54,3
0.842428447047855,painPathways,55,3
0.525398594173642,painPathways,56,3
1.02249373584471,painPathways,57,3
1.87736899750302,painPathways,58,3
0.444547695882258,painPathways,59,3
-0.998177964521134,painPathways,60,3
0.615771151684806,painPathways,61,4
1.12682824055938,painPathways,63,4
1.61414004277536,painPathways,64,4
1.6333020134161,painPathways,67,4
-0.0257475004578276,painPathways,70,4
2.08003590321576,painPathways,73,4
0.397955978618151,painPathways,74,4
0.951377605951708,painPathways,76,4
1.81083025058086,painPathways,77,4
1.24267166166737,painPathways,78,4
-0.377750001713918,painPathways,82,4
1.3153966011108,painPathways,84,4
1.90163461592381,painPathways,85,4
-1.22390602283815,painPathways,87,4
1.31115326404991,painPathways,88,4
0.294190870499779,painPathways,89,4
3.48912516206173,painPathways,90,5
1.20944309463678,painPathways,92,5
0.481021364297113,painPathways,94,5
1.14620677320677,painPathways,97,5
0.842345174551263,painPathways,98,5
1.9962253889216,painPathways,99,5
1.01692177279257,painPathways,101,5
1.79559500426341,painPathways,102,5
-0.648632156793017,painPathways,103,5
0.955346664713811,painPathways,104,5
1.72175322679306,painPathways,108,5
-0.738529370497106,painPathways,111,5
0.575020449333007,painPathways,112,5
1.25573457367781,painPathways,113,5
0.778756322733007,painPathways,114,5
1.07722837691983,painPathways,115,5
-0.268423688933943,painPathways,116,6
-0.873015448579497,painPathways,119,6
1.1073563042722,painPathways,121,6
1.22724691912833,painPathways,122,6
0.264015168457468,painPathways,123,6
0.498020821648805,painPathways,126,6
-0.802314397120975,painPathways,129,6
-0.029066524602009,painPathways,131,6
-0.111507740287921,painPathways,133,6
-0.204195365387125,painPathways,135,6
-0.145352664359062,painPathways,136,6
-0.833133995296104,painPathways,138,6
-0.61921112877683,painPathways,139,6
-0.15132739258666,painPathways,141,6
-0.325025132755758,painPathways,144,6
-1.14571014215805,painPathways,145,6
0.315187685570296,painPathways,147,7
1.4607554261558,painPathways,148,7
1.59417653162874,painPathways,149,7
-0.0604022955901517,painPathways,151,7
1.7362152975289,painPathways,153,7
0.393988916259249,painPathways,157,7
1.68386978256826,painPathways,159,7
-0.99040282924054,painPathways,160,7
1.23296071609034,painPathways,161,7
0.934612404107604,painPathways,162,7
0.249324938595451,painPathways,163,7
1.70540261256637,painPathways,164,7
1.19263785657465,painPathways,166,7
0.790926505346451,painPathways,167,7
0.533004775516669,painPathways,168,7
0.333490661794968,painPathways,170,7
2.41073633545533,neurosynth,1,1
1.41781155001697,neurosynth,4,1
1.51593347509696,neurosynth,5,1
1.61016184340917,neurosynth,6,1
1.59324102614383,neurosynth,7,1
1.8435409284253,neurosynth,9,1
0.740422364852868,neurosynth,12,1
2.48181559748134,neurosynth,15,1
2.16862824304526,neurosynth,16,1
0.765248989238718,neurosynth,17,1
0.130857545017748,neurosynth,18,1
0.247796096181857,neurosynth,19,1
1.89910764601791,neurosynth,20,1
0.737538204190579,neurosynth,22,1
0.542002101356117,neurosynth,23,1
2.32094006239528,neurosynth,25,1
0.412349314357805,neurosynth,28,2
1.69095080009557,neurosynth,29,2
0.844345257139423,neurosynth,30,2
0.637454802401932,neurosynth,31,2
0.965658933963081,neurosynth,32,2
1.29404081656651,neurosynth,34,2
1.42360392180545,neurosynth,35,2
1.1368545520165,neurosynth,36,2
1.83485634775921,neurosynth,37,2
1.89359090780934,neurosynth,38,2
1.11303221270106,neurosynth,39,2
-0.112577153062153,neurosynth,40,2
1.01899548887378,neurosynth,41,2
1.96516176358817,neurosynth,42,2
-0.504227035865872,neurosynth,43,2
0.943905227759748,neurosynth,44,2
0.609647592435099,neurosynth,45,3
2.48671469639756,neurosynth,46,3
0.868870943885389,neurosynth,47,3
-2.02735059319322,neurosynth,48,3
0.768595027120645,neurosynth,49,3
0.722945644952731,neurosynth,50,3
-1.54085802311338,neurosynth,51,3
1.20780348336797,neurosynth,52,3
1.6541911321052,neurosynth,53,3
-0.938146664052062,neurosynth,54,3
1.13904453204068,neurosynth,55,3
2.10377573273253,neurosynth,56,3
1.14338630041414,neurosynth,57,3
2.48584588267951,neurosynth,58,3
-0.02200207553621,neurosynth,59,3
0.467052469820116,neurosynth,60,3
0.679914389813611,neurosynth,61,4
1.03481178608679,neurosynth,63,4
1.61008721884413,neurosynth,64,4
1.21852586651772,neurosynth,67,4
-0.113200349011704,neurosynth,70,4
0.965537626812021,neurosynth,73,4
-0.976078644508065,neurosynth,74,4
1.29814616615004,neurosynth,76,4
1.9387183048057,neurosynth,77,4
1.53480535368161,neurosynth,78,4
-0.383417841150289,neurosynth,82,4
1.86966561626479,neurosynth,84,4
2.12828334423564,neurosynth,85,4
-0.719156156335471,neurosynth,87,4
1.3664419850716,neurosynth,88,4
1.00928096557108,neurosynth,89,4
1.9710657448469,neurosynth,90,5
1.13079433808983,neurosynth,92,5
0.816503504520377,neurosynth,94,5
1.37341207438346,neurosynth,97,5
0.717594161278067,neurosynth,98,5
1.68473105004097,neurosynth,99,5
0.597677300595219,neurosynth,101,5
1.07857671208656,neurosynth,102,5
-0.590057724857232,neurosynth,103,5
1.19769762723846,neurosynth,104,5
2.00580633428512,neurosynth,108,5
-1.18790356883369,neurosynth,111,5
0.412230624537157,neurosynth,112,5
0.199254311525284,neurosynth,113,5
1.35680271074762,neurosynth,114,5
1.39998126877836,neurosynth,115,5
-1.30514028552146,neurosynth,116,6
-0.797867001295056,neurosynth,119,6
1.07232270803881,neurosynth,121,6
0.208430422339132,neurosynth,122,6
0.776271035436977,neurosynth,123,6
0.521753949524259,neurosynth,126,6
-1.63400825308425,neurosynth,129,6
-0.268379034285551,neurosynth,131,6
0.146701727624013,neurosynth,133,6
-0.919704068523765,neurosynth,135,6
-0.153807867443559,neurosynth,136,6
1.6951338823915,neurosynth,138,6
-0.786217639919347,neurosynth,139,6
-0.397293544217669,neurosynth,141,6
-0.323393322501375,neurosynth,144,6
-1.55366473124795,neurosynth,145,6
0.595212197612292,neurosynth,147,7
1.48068999816969,neurosynth,148,7
1.11880437954929,neurosynth,149,7
1.35050417848418,neurosynth,151,7
1.6232088104107,neurosynth,153,7
1.02085734988187,neurosynth,157,7
1.45921122093489,neurosynth,159,7
-0.965866453781541,neurosynth,160,7
0.840085149841432,neurosynth,161,7
-0.11382280270873,neurosynth,162,7
0.255610874996483,neurosynth,163,7
1.51272421804029,neurosynth,164,7
1.29963398949858,neurosynth,166,7
1.20392206179199,neurosynth,167,7
0.779115604384668,neurosynth,168,7
0.488951508978968,neurosynth,170,7
2.13949159122737,fullBrain,1,1
1.38727187525889,fullBrain,4,1
1.88651854106215,fullBrain,5,1
1.81527304328978,fullBrain,6,1
1.47139481083188,fullBrain,7,1
1.45550427721629,fullBrain,9,1
0.519972924011283,fullBrain,12,1
2.78318725614353,fullBrain,15,1
1.78152275974583,fullBrain,16,1
0.895153854986488,fullBrain,17,1
1.66279518450506,fullBrain,18,1
1.12302661511389,fullBrain,19,1
2.37375581968806,fullBrain,20,1
0.797935774981454,fullBrain,22,1
1.92565231991777,fullBrain,23,1
1.76512717699863,fullBrain,25,1
0.456930908919949,fullBrain,28,2
1.86567036430412,fullBrain,29,2
1.60300545901873,fullBrain,30,2
0.995358871945784,fullBrain,31,2
1.00525242367672,fullBrain,32,2
1.95572704204545,fullBrain,34,2
1.65834200502899,fullBrain,35,2
1.61437001737948,fullBrain,36,2
1.32643083113466,fullBrain,37,2
0.592488717288273,fullBrain,38,2
0.989176297272267,fullBrain,39,2
-0.267504704756662,fullBrain,40,2
0.534125264609609,fullBrain,41,2
0.976551900952575,fullBrain,42,2
-0.603554833969955,fullBrain,43,2
1.37696962719118,fullBrain,44,2
1.88849263434809,fullBrain,45,3
1.10843355463726,fullBrain,46,3
1.01410964969907,fullBrain,47,3
-1.18764682620036,fullBrain,48,3
0.979465997590391,fullBrain,49,3
0.476024221449067,fullBrain,50,3
0.615379591871349,fullBrain,51,3
1.12002266974946,fullBrain,52,3
1.33895118238495,fullBrain,53,3
-0.128547669101034,fullBrain,54,3
0.801944213348888,fullBrain,55,3
0.973972863164008,fullBrain,56,3
0.601407420199128,fullBrain,57,3
1.24645360541515,fullBrain,58,3
1.00517557960259,fullBrain,59,3
0.461089283897385,fullBrain,60,3
1.49030220617189,fullBrain,61,4
1.24615517172888,fullBrain,63,4
1.33522869016336,fullBrain,64,4
1.85657601550582,fullBrain,67,4
-0.0627834981134729,fullBrain,70,4
0.754364673248374,fullBrain,73,4
0.0568716917105048,fullBrain,74,4
1.75466507299881,fullBrain,76,4
1.75229322563822,fullBrain,77,4
0.596406813673989,fullBrain,78,4
-0.267530222672609,fullBrain,82,4
1.60726107401173,fullBrain,84,4
1.7190945188304,fullBrain,85,4
-0.559420853597548,fullBrain,87,4
1.50644301413112,fullBrain,88,4
1.0666986661519,fullBrain,89,4
0.278568731360036,fullBrain,90,5
0.867032306582817,fullBrain,92,5
2.12196420665165,fullBrain,94,5
1.6526225783476,fullBrain,97,5
0.903173442789986,fullBrain,98,5
2.07650673590301,fullBrain,99,5
1.36296090324286,fullBrain,101,5
2.32880392847168,fullBrain,102,5
2.47605846751964,fullBrain,103,5
1.08671755214223,fullBrain,104,5
1.15552840608792,fullBrain,108,5
-1.56042132582913,fullBrain,111,5
-0.251520932628703,fullBrain,112,5
0.15816541573433,fullBrain,113,5
1.54177652098809,fullBrain,114,5
1.31462029772702,fullBrain,115,5
-0.730014700294743,fullBrain,116,6
-0.654969884507535,fullBrain,119,6
1.02536351264897,fullBrain,121,6
0.214602895739821,fullBrain,122,6
-0.23994904693147,fullBrain,123,6
1.11027175695838,fullBrain,126,6
0.361217737901414,fullBrain,129,6
-0.415458045587431,fullBrain,131,6
-0.500982495739634,fullBrain,133,6
0.316982386958663,fullBrain,135,6
0.626405593825533,fullBrain,136,6
0.508323249665947,fullBrain,138,6
0.215475425464504,fullBrain,139,6
-0.098553129619984,fullBrain,141,6
-0.58765446958856,fullBrain,144,6
-0.458423225381366,fullBrain,145,6
0.666727785552414,fullBrain,147,7
1.03156481586189,fullBrain,148,7
1.18498156389101,fullBrain,149,7
0.422489039468729,fullBrain,151,7
1.33194157414351,fullBrain,153,7
1.72580675007537,fullBrain,157,7
1.34432556426372,fullBrain,159,7
-1.58968222223419,fullBrain,160,7
1.03935711931131,fullBrain,161,7
0.0238750894391413,fullBrain,162,7
0.258518534648655,fullBrain,163,7
2.29639891451711,fullBrain,164,7
1.02065669871945,fullBrain,166,7
1.54907686276088,fullBrain,167,7
-0.368230965800445,fullBrain,168,7
0.984595206855171,fullBrain,170,7
